firm,pros,cons,sentiment,rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt
Marks-and-Spencer,the company is flexible and always makes the customer a priority,theres no cons for working at ms,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Google,intellectually stimulating place with many benefits,i think the culture has lost its way its a shame,Negative,2,3.0,3.0,3.0,3.0,3.0,3.0
Oracle,freedom to work remotely work is a nice balance of very challenging to simple really intelligent and humble coworkers worklife balance is superb,raises rarely happen promotions rarely happen onboarding new employees is very difficult,Positive,5,5.0,5.0,3.0,4.0,5.0,5.0
Pizza-Hut,this pizza hut none,treat employees like people instead of pitting them all against each other also do things the correct way all the time,Negative,1,1.0,1.0,3.0,1.0,1.0,1.0
Transport-for-London,standard set of rules and strong union,local rules is not fairly been followed fairness sometimes feels lacking,Positive,4,3.0,5.0,5.0,5.0,5.0,3.0
McDonald-s,flexible around your schedule if you go to school,unappreciated and underpaid for the amount of work we do,Positive,4,3.0,4.0,3.0,3.0,2.0,2.0
SAP,good people high caliber of smart talented professionals,extremely high turnover in the west region leadership sales and sales support roles lack of office morale due to these issues,Neutral,3,4.0,4.0,3.0,2.0,4.0,3.0
Oracle,personally i had a great manager however i saw enough to know that mine was the exception to the rule everything is run by the book as policies are evenly applied,its a massive and impersonal company some upper management were micromanagers the company acquires technology companies and then does mostly maintenance very little rd or innovation takes place there,Neutral,3,3.0,2.0,3.0,3.0,2.0,2.0
Apple,get to work on cool things,cafeteria food can get old,Positive,5,5.0,5.0,5.0,5.0,5.0,5.0
McDonald-s,good work environment worked alongside great people,dealing with fast food and sometimes horrible customers comes with any fast food job though,Positive,4,4.0,5.0,3.0,4.0,2.0,4.0
Network-Rail,annual leave days a year for charity work sick pay,none at present which i have experienced,Positive,5,5.0,5.0,3.0,5.0,5.0,4.0
Tesco,wellpaid first job fastpaced learning environment many development opportunities excellent customer service training promotes strong teamwork mostly supportive of studies,management can be somewhat indifferent no real hr department for handling wellbeing issues health and safety measures somewhat overlooked,Positive,4,5.0,4.0,3.0,5.0,3.0,3.0
J-P-Morgan,flexible hours because the bank is open later,too many employees a lot of times were over staffed,Negative,1,2.0,3.0,3.0,3.0,3.0,3.0
Deloitte,people and all the opportunities,money and reward opportunities etc,Positive,4,4.0,4.0,3.0,5.0,3.0,4.0
Foreign-and-Commonwealth-Office,excellent training ops good mentor system and lots of shadowing opportunities,poor hr team no say in initial department allocation,Positive,4,5.0,5.0,3.0,5.0,3.0,5.0
ASDA,discount after weeks working with double discount events and good discounts on running events and cinema good colleagues to work with canteen with free coffee and tea and often seems to have some cakeeaster eggsother treats around that you can have daily huddles meetings to talk about the store and how we are doing shower available if you cycle to work etc good inclusion of everyone regardless of background,quite annoyed when you are unable to do overtime change your hours on bank holidays even if you arent contracted to work those hours or days and often do not bother telling you and you have to hunt them down to find out if this effects you management and section leaders often dont listen when you bring their attention to problems or complaints customers make often left alone with no support even in the early stages of employment and are expected to work it all out for yourself even when they said they would provide full training holidays and shift swaps are often denied and often have no reasons even when booked way in advance tills are often breaking down lots of cliques and management are very fake and think their comments go unnoticed no real progression unless you are best friends with other leaders does not reflect how the asda magic event made the company seem,Negative,1,3.0,5.0,3.0,2.0,4.0,1.0
PwC,learn a lot of new things and gain very wide exposure,long working hours and demanding job,Positive,4,3.0,4.0,3.0,4.0,3.0,4.0
American-Express,great support for worklife balance,large corporation so multiple levels of red tape,Neutral,3,3.0,4.0,3.0,2.0,2.0,4.0
IBM,i have worked in ibm around yearsits good company for middle ware technologies,good to work with this company,Positive,5,5.0,5.0,5.0,5.0,5.0,5.0
Bayer,a lot of things to experiment upon,management is arrogant and is not empathetic,Negative,2,4.0,3.0,3.0,1.0,3.0,2.0
BDO,supportive partners and management great base to move into industry,hard work but this is where the advantage of chartered is based in you learn a lot more in a shorter time period,Positive,5,3.0,4.0,4.0,4.0,4.0,5.0
Tesco,big company can be diverse,company contacting due to competition,Negative,2,2.0,2.0,3.0,1.0,2.0,2.0
J-Sainsbury,good culture and friendly coworkers,the senior management hierarchy could sometimes cause problems,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Sage,great leadership and management fantastic support,its a big business and has some processes that could do with a review,Positive,5,5.0,5.0,3.0,4.0,4.0,5.0
IBM,good brand opportunity to work on large it transformation programs can cover end to end needsstrategy implementation software hardware etc good graduate program,too much admin with many offshored processes expected to sell deliver innovate and manage staff but compensation is not there leadership is not inspirational just task orientated,Negative,1,1.0,3.0,3.0,1.0,1.0,1.0
Marks-and-Spencer,nice working environment incentives competitive friendly atmosphere,pressure to take extra hours of work,Positive,4,2.0,3.0,3.0,2.0,3.0,2.0
Marks-and-Spencer,the salary is very competitive along with a nice environment to work and very flexibe working hours on a week to week basis,can sometimes be under staffed meaning that some days of the week you can be under pressure to complete all the tasks that are expected of you,Positive,5,5.0,5.0,3.0,5.0,4.0,5.0
Oracle,work life balance lots of learning,none that i can think of,Positive,4,5.0,5.0,5.0,4.0,3.0,4.0
BNY-Mellon,great work culture learning scope,have not yet thought of it,Positive,4,3.0,3.0,4.0,3.0,4.0,2.0
AstraZeneca,flexible benifits will be there,very grateful to work over there,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
Microsoft,can get to work on various products and platform infra very open and free environment rest you should make up ur mind,sometimes lot of processes need to be followed like any other big firm can hold you back a bit huge process of performance review etc can look frustrating and hard to understand,Neutral,3,4.0,4.0,3.0,4.0,3.0,3.0
Pizza-Hut,great place to work if you are a delivery driver,delivery zones at some locations are not very profitable,Neutral,3,5.0,4.0,3.0,3.0,2.0,3.0
Debenhams,easy to pick up extra shifts,short staffing quick staff turn around,Neutral,3,3.0,3.0,3.0,3.0,3.0,3.0
CBRE,good work life balance ratio,do not find yet cons,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
Apple,very smart personable managers and coworkers well run intern program,brand culture can be a little bit too much sometimes,Positive,4,4.0,3.0,3.0,4.0,4.0,4.0
Google,very open and entrepreneurial company culture a lot of motivated people who put a lot of effort to perform well in their work,with intense deadlines and schedules the stress levels can rise sometimes too high,Positive,5,4.0,5.0,3.0,5.0,4.0,5.0
IBM,the best reasons to work for ibm systems and technology are the ability to work with advanced hardware and software periodic travel to other sites for collaboration interacting with and learning from very knowledgeable and skilled people and resources available for development and testing of new products,some of the downsides of working at ibm systems and technology include being laid off at any time regardless of contribution or superior rankings cancellation of take a breaks inept decision making by all levels of management and not being more concerned with the rank and file,Negative,1,1.0,3.0,3.0,1.0,1.0,1.0
Jaguar-Land-Rover,good salary and overtime opportunity within the manufacturing industry,changed agency terms from months to years to lay agency of whenever no consideration for agency workers and managers utilize their power,Negative,1,2.0,1.0,3.0,1.0,2.0,1.0
Oracle,you have access to some free courses you learn to be too independent cause everything is selfservice great and prepared team partners,sometimes looks like you were just a number too impersonal relationship between company and employee,Positive,4,4.0,4.0,3.0,3.0,4.0,2.0
Dixons-Carphone,met lots of great people and competitive environment and great products,systems are outdated head office havent a clue about anything and feels quite desperate sometimes,Neutral,3,3.0,2.0,3.0,3.0,2.0,3.0
Deloitte,growth and development learning opportunities,culture worklife balance low salary,Neutral,3,2.0,2.0,4.0,4.0,2.0,3.0
AstraZeneca,inclusive culture that gives loads of development opportunities the purpose of this company is to make medicines that will help lives and you really feel that here,sometimes big companies can work in silows so you have to be aware to be transparent and not duplicate efforts,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
IBM,best place to work for innovation,nothing as of now very well structured company,Positive,5,4.0,5.0,3.0,5.0,3.0,5.0
PwC,pwc offers amazing benefits and great flexibility i had a child within months of joining the firm and was allowed to take weeks paid parental leave the flexibility to choose what you work on and within which sector allows for great personal growth,the recent restructure has created some power grabs and strange ways of working im sure that this will all iron itself out over the next months though,Positive,4,4.0,4.0,5.0,5.0,3.0,4.0
Deloitte,good hours wfh options and respect,i dont think there are any for me personally,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
Oracle,the salary is the only advantage,not auditing so who fakes best wins calls crm business trips no training the english spoken in the other departments is not at a professional level,Negative,1,3.0,1.0,3.0,1.0,4.0,1.0
Deloitte,good work environment friendly and helpful coworkers,work load can be challenging depending on your team average pay with decent bonus,Neutral,3,4.0,4.0,3.0,4.0,3.0,4.0
Marks-and-Spencer,working hours depending on manager,no development ancient business strategy,Negative,1,3.0,3.0,3.0,3.0,3.0,3.0
Thomas-Cook,some good perks if you like a thomas cook package holiday incentive program designed to reward the top performers sociable working hours,expected to cover in all shops in the area often at short notice poor inductiontraining from the start very low staffing levels some stores so quiet at times you can go hours without seeing a single customer,Neutral,3,3.0,3.0,3.0,3.0,3.0,3.0
Unity-Technologies,strong csuite and upper management flat organization that empowers employees and gives everyone a voice and visibility strong collaborative team environment commitment to worklife balance with flexible schedules and generous holidays,a bit chaotic with the fastmoving business and still a bit startuppy in terms of processes but everything moving in the right direction,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
Rentokil-Initial,opportunities aplenty with rentokil initial i have moved around the country in various sales roles since joining the business years ago although rentokil initial is now back in the ftse it still feels like a family business the ceo andy ransom and md phil wood always speak to me by name and seem to do the same with everyone the senior management seem to really care about creating an environment of success and achievement together,i cant think of any coming face to face with the odd rat possibly the less glamourous side of the job but once you get over that fear its all good,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
Bain-and-Company,tremendous learning curve great client exposure starting at junior levels high level of ownership significant impact on clients strategies unbelievable team spirit unforgettable corporate events eg bain world cup employer repsectful of gender equality,very long working hours often mismatch between investments rewards significant differences between us european offices lifestyle projects compensation,Positive,5,2.0,5.0,3.0,5.0,4.0,5.0
American-Express,best company to work for employee centric total professional a lot focused on leadership and employee career,politics but i guess its ussual in every company,Positive,5,5.0,5.0,3.0,5.0,4.0,5.0
Marriott-International,some good people to work with,management will screw you every chance they get,Negative,1,1.0,1.0,3.0,1.0,1.0,1.0
PwC,nice work culture good salary good colleagues,too much travel and adhoc work,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Co-op,very few pros except that you get a few discounts on coop food and other areas the angel square building is nice but the cis tower had mice,this was by far the biggest career mistake i have ever made i left a job to come to coop however the practices that went on were so shocking that i would rather be unemployed than continue to work there firstly the building was beyond repair cis tower and should be demolished there were mice broken furniture everywhere and unsanitary conditions no kitchen sinks so people used to leave sponges in the toilets and wash their mugs plates etc there secondly however much the coop wants to say its changed and is back to being coop it simply hasnt the culture was shocking people being wrongly dismissed illegal practices contractors being kept on for years at a time on obscene day rates yet being asked to interview their permanent replacements is it any surprise they delay filling these roles as much as possible thirdly the systems are so appalling that customer data is routinely at risk so much so that i have ceased even being a customer of coop i was advised by a few people including ex employees and recruiters not to move to the coop and i ignored them i really wish i hadnt made that mistake,Negative,1,1.0,1.0,3.0,1.0,1.0,1.0
Thomson-Reuters,best company for a graduate to start career and progress,nothing to complain as i didnt face any issues,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
Barnardo-s,great place to work the work is always varied no two days are the same working towards such a good cause is a great motivation to make the most out of everyday couple that with great volunteers and youve got a great job the charity is also the first place i have worked to have such a strong grasp on improving equality and diversity,management can be rude at times which can make working relationships hard apart from this the job is quite labour intensive which when working days in a row can become tiresome lugging hundreds of bags moving furniture whilst also manning the tills my only other issue is that lone working can become a frequent event,Positive,4,3.0,5.0,3.0,3.0,4.0,4.0
Deloitte,abosutely the best people and skills to surround yourself in the consulting industry no place has the diverse service offerings to help our clients in so many ways performance review process is very thorough and straight forward if are or are not delivering you wont will not be surprised at year end the firm is well positioned to take advantage of softening in the economy,network is crucial can be difficult to manufacture in a short time so organic network building takes time be sure you have time consulting requires travel and the expectation does not go down the more senior you become so be prepared,Positive,5,5.0,3.0,3.0,5.0,4.0,4.0
Citi,excellent place to learn new skills,salary is not the best,Positive,4,3.0,4.0,3.0,3.0,2.0,3.0
Deloitte,the people culture are incredible,worklife balance can be a struggle,Positive,5,2.0,5.0,3.0,5.0,3.0,4.0
BNP-Paribas,its a good place to work they give good salary package for freshers when compared to other companies in similar domain food coupon cost per month is given to employees free door pick and drop for women employees coming under shifts employee friendly,odd shift timings not all the employees are able to migrate projects from abroad limited to certain teams only too much politics superior domination is common in all teams poor management less skilled managers poor bonus and less hike,Positive,4,3.0,4.0,3.0,3.0,4.0,2.0
J-P-Morgan,ability to help customers and great tech,no real room for advancement and poor managers,Positive,4,3.0,4.0,3.0,1.0,3.0,3.0
Tesco,very good staff and proffessional environment,there are not many cons,Positive,4,4.0,4.0,3.0,4.0,3.0,4.0
McDonald-s,fun accurate fast friendly teachablr,management stressful low hours no benefits for parttime,Neutral,3,2.0,1.0,3.0,1.0,1.0,1.0
McDonald-s,it requires no skill or work experience,horrible work environment inept management low pay,Negative,2,2.0,2.0,2.0,1.0,1.0,2.0
Thomson-Reuters,good colleagues positive culture and a very secure place to work communications from the top is good and frequent salaries mostly decent and hours are good company is also positively inclined to promoting working from home,some office locations are a bit remote which makes commuting timeconsuming the company has also been growing by acquisition over the past few years at the same time as it is undergoing internal organisational changes making further integration work more difficult,Positive,4,4.0,4.0,3.0,3.0,3.0,4.0
McKinsey-and-Company,impactful work great benefits travel,lifestyle is not great overall,Positive,5,3.0,5.0,3.0,5.0,5.0,5.0
PwC,good progression exposure and network,long working hours and v tight deadlines,Positive,4,3.0,4.0,3.0,4.0,3.0,4.0
PwC,there is an outstanding place to develop your technical experience and managerial skills there is a very robust process of coaching and development and you will learn from very talented professionals and dedicated coaches,eventually a substantial part of your job becomes selling professional services and managing a professional service firm and this can feel like a rather conservative place to work and surely isnt for everybody,Positive,4,4.0,4.0,3.0,4.0,4.0,4.0
Deloitte,good salary and benefits very few leaders are good and they already left the company alt travel is good,no job security they will take you out without warning you should know how to be in good terms with one of the partners if you cannot play that game you are out no matter how skilled you are at work you will not be promoted also,Negative,2,2.0,2.0,3.0,1.0,4.0,2.0
PwC,great experience excellent place to start generally competent people are around that you can learn from,ridiculous hours financial services incompetent managers sr managers and directors that still believe they can make partner generally bad culture that emphasizes work over everything,Neutral,3,1.0,2.0,3.0,5.0,2.0,1.0
Pearson,great work life balance all levels of leadership share the same values for family great benefits and potential,not much i can complain about,Positive,5,4.0,5.0,3.0,5.0,4.0,4.0
Oracle,work alongside passionate and intelligent individuals,be adaptable to change,Positive,5,5.0,5.0,3.0,5.0,5.0,5.0
IBM,good work life balance work from home option,salary is not up to mark as per the company profile,Positive,5,5.0,5.0,5.0,5.0,5.0,5.0
Oracle,if you want a good work life balance,appraisals process is not refined,Neutral,3,3.0,3.0,3.0,3.0,3.0,3.0
Deloitte,great exposure to diff sectors fields managing staff after st year learn fast great tech learning tools great on resume great exit opps great non salary benefits,salary pays you with experience rating systems flawed busy season work load worklife balance,Positive,4,1.0,5.0,3.0,5.0,3.0,3.0
IBM,in my particular location and it is definitely not the same throughout ibm i am able to work on a great variance of projects and if i need time off its not even questioned however that is because of the work i produce,the hours are long there are very high expectations that are sometimes unrealistic and bonuss and definitely not on the high end and compensation is average,Positive,4,4.0,3.0,3.0,3.0,3.0,4.0
University-of-Michigan,the university is the main feature of ann arbor its a great place to be,there is a lack of coordination among various parts of the university,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
Marriott-International,full time hours often get overtime,had issues with another coworker being inappropriate at least other associates went to hr about this specific employee as well hr did nothing about it,Negative,2,3.0,3.0,4.0,2.0,4.0,1.0
NHS,mostly really great work colleagues,feel undervalued constantly no work life balance,Negative,2,3.0,3.0,3.0,3.0,3.0,3.0
American-Express,good culture work life balance,growth might be a bit slow for ambitious people,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
J-P-Morgan,training technology and excellent coaching,none the company is run very well,Positive,4,3.0,4.0,3.0,3.0,5.0,4.0
EY,many social events with audit teams and the firm,long hours and not enough pay,Positive,4,3.0,4.0,3.0,4.0,3.0,3.0
Morgan-Stanley,no no no no no,enslaving corporation a lot of preferential treatment,Negative,2,2.0,1.0,3.0,2.0,2.0,1.0
Oracle,market leader excellent work environment and growth opportunities,only for those who can high sales pressure,Positive,5,4.0,5.0,3.0,5.0,4.0,5.0
Serco-Group,abilities to easily transfer nationally and internationally good benefits not much pressure,poor salary poor management bot mid and upper level,Negative,2,4.0,2.0,3.0,2.0,3.0,2.0
Deloitte,flexibility opportunity variety growth opportunities,overall its a great place to work one con to some is that you truly have to navigate your own career,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
The-Open-University,as an academic you have no lectures to give so it is possible for academics to live quite distant from campus and come in only for meetings you get a lot of support for developing high quality teaching material and the satisfaction of knowing it will be used by many not just the people you would normally see sitting in front of you in a lecture,lack of contact with students,Positive,5,4.0,5.0,3.0,3.0,3.0,5.0
Morrisons,good pay management ok but inconsistant,if your face doesnt fit very limited for advanvment,Positive,4,3.0,4.0,3.0,3.0,3.0,3.0
IBM,prestigious name recognition for the average person company protects the brand name at all costs dividend checks are nice but at what cost low wages layoffs business unit selloff stagnant innovation,internal turmoil unhappy customers disgruntled employees jobscared work environment many layoffs have occurred and the layoffs will only continue it is inevitable business unit selloffs and closings current company leadership is clueless regarding how to right the ship,Negative,1,2.0,1.0,3.0,2.0,2.0,1.0
Google,dynamic cutting edge large amount of accountability and responsibility,unclear lt plan changed too rapidly,Positive,5,3.0,3.0,3.0,5.0,5.0,4.0
HSBC-Holdings,team oriented environment responsible management good worklife balance,pay lack of clear career path,Positive,4,4.0,4.0,3.0,2.0,2.0,5.0
J-P-Morgan,benefits female coworkers working from home,only promote white men who know each other and work together to make sure they help each other,Negative,2,3.0,1.0,1.0,1.0,1.0,1.0
British-Red-Cross,meeting people in the community and supporting people who need your help,line managers are terrible they have no experience and think they can bully you,Neutral,3,2.0,2.0,2.0,2.0,2.0,2.0
Deloitte,interesting work care about your personal development,work life balance can be a challenge difficult to innovate,Positive,4,3.0,4.0,3.0,4.0,2.0,3.0
McDonald-s,good pay not very demanding no experience needed,hours not guaranteed not the best management,Positive,4,3.0,3.0,3.0,4.0,4.0,3.0
Adecco,from my experience adeccos internal staff is generally very bright the company is very innovative and involved in charitable events and keeps staff informed of the companys performance and goals moving forward upper management does a very good job of communicating to the branches,as with any large company there can be quite a bit of bureacracy to get something accomplished and that can be frustrating there are some departments that seem territorial and tend to forget that were all in this together and working for a common goal but thats also true of most companies in my experience,Positive,4,5.0,3.0,3.0,4.0,4.0,4.0
Marriott-International,they care about employees and guest employee hotel room discount is the best,management structure is can get confusing espically when bench managers come to your property,Positive,4,3.0,5.0,3.0,4.0,4.0,4.0
University-of-Warwick,its a good place to polish skills,everyone working for her own politics is very strong,Neutral,3,2.0,2.0,3.0,2.0,1.0,1.0
Aviva,they were genuinely nice if somewhat misguided i sincerely believe that the company has its heart completely in the right place as regards its customers and staff,it is a very large company there is quite a lot of outsourcing and politics which can be difficult to manage and opportunities are based by site which can make it difficult to progress beyond a certain level the pay was not great mind,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
McDonald-s,work staff is great love them,customers are rude and the worst part of the job,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
Waitrose,good pay and discount in store and at john lewis,management can not care about staff,Positive,5,2.0,3.0,1.0,1.0,5.0,3.0
PwC,great place to work and learn,strategies on people management has to be strong,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
Vodafone,training available for everyone and the working conditions are really good office is well organised and nice salary is very competitive take employee health and safety seriously,lots of politics im order to move up the career ladder processes just to implement stuff is very tedious contract workers dont feel like they belong,Positive,4,5.0,5.0,3.0,4.0,3.0,4.0
KPMG,opportunity for progression of you do the time,a poor work life balance,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
CBRE,good prescription coverage opportunity to learn more job sets with high deductible insurance coverage which is what most can afford to have lower cost premiums you get a tax credit people who really need health insurance can take the lowest cost plan not use it save money by only using their prescription coverage and find that its more affordable to pay cash at their doctors office appointments for visits,medical coverage has a high deductible its more affordable to carry the lowest premium plan if you can afford it and pay cash without using your insurance at your drs visits my experience was that once you are hired you will be given much more than what you were hired to do with promise of opportunity you might do an excellent job but management is only looking out for themselves and how good you make them look after working at a site for several years and myself receiving excellent referrals from the client our site lost its contract we were told after a couple of months we could look for other work and it was okay to say we had lost our contract by management and our site leader upon being offered another position elsewhere and accepting cbre refused to pay me my merit raise with retro pay before i left which i had earned for work performance evaluated for the previous year also when my new supervisor called to ask for assistance with documentation he was told by my previous cbre management that i had left and they had not lost their contract they flat out lied to my new employer because i had copies of company emails sent out by corporate which made cbre really look ridiculous to my new employer since i had proof management with no financial skills are put in charge of site leadership and finances are completely out of controlif you are given tasks to do by upper management even though you may get some support for work well done you may not realize it but my experience is that somebody other than you usually someone in management will take the credit for it i myself had ownership name taken off of important documents and changed to a managers name i put in months and hours of work on work in sensitive presentations for training and had it presented as the presenter upon exiting my employment with the company and later having to follow up with cbre to begin my new job i found out by my ex previous supervisor that they had gone to coworkers and discussed me and asked them how to complete my exit documents and assist in new hire with my company instead of going to hr imagine having your supervisor discussing your personal hr questions with not other supervisors or hr but with another company and coworkers so many bad decisions and extremely bad choices made by poor leadership because people werent hired by their knowledge or experience when you put people in charge who dont know what they are doing there are going to be osha recordables many that occurred but werent reported by management issues with budget mainly poor spending by management people working under management who are going to be put at risk because of poor management skills and a strain of many other issues you have people who are put on jobs by the person who assigns the tasks in the system and issues tickets a month putting two people to a ticket making it look like there is workto screw in one light bulb that is fact their systems arent audited or clearly not read over the list goes on and on,Negative,1,3.0,1.0,3.0,1.0,1.0,1.0
University-of-Michigan,friendly a lot of free time,depends who do you work for if the course you are gsi has terrible lecturer you are done,Positive,5,4.0,5.0,3.0,5.0,4.0,4.0
Salesforce,people and culture is phenomenal work is demanding and rewarding worklifebalance is great,sometimes there are too many cooks in the kitchen and can be hard to accomplish tasks across departments,Positive,5,5.0,5.0,5.0,5.0,5.0,4.0
Goldman-Sachs,exposure to senior leadership good comp and bonus work life balance tons of things to learn new ideas are always welcome,single person has to handle lot of things in parallel and sometimes it becomes difficult to manage,Positive,4,4.0,5.0,3.0,4.0,5.0,4.0
HSBC-Holdings,global teams interactions best practices management,budget constraints and procsses efficiencies,Positive,5,5.0,5.0,5.0,5.0,5.0,5.0
BT,work from home manageable office timing,not that much good work,Neutral,3,3.0,5.0,3.0,4.0,4.0,3.0
Oracle,great place for work life balance time flexibilty not much work pressure enough time and training to learn new technology and oracle product,hikes has nothing to do with appraisal or promotion no bonus,Positive,4,5.0,3.0,3.0,3.0,3.0,4.0
EY,great company interesting projects team,nothing at all absolutly,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
Penguin-Random-House,great benefits and great people,pay could be better but it is the highest in the industry and there is tons of opportunity for growth,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
LinkedIn,perks benefits people culture worklife balance missiondriven,i feel as though there is a tendency to underpay people who have been with the company for several years after a certain time you fall behind market value and have newer employees come in making much more than you i dont see where the loyalty is nor is this the best strategy for retention despite exceeding expectations for qrts in a row and being among the top in hires in that time frame all they can tell me is that it will take some time to get me where i should be i have a good rapport with management there too so this strikes me as odd and has left me scratching my head ive voiced my opinion on the topic and negotiated to no avail hard to leave such a good company but i guess there comes a time,Positive,4,5.0,5.0,3.0,5.0,5.0,3.0
BBC,opportunity galore good life work balance,rigid ways of working and lots of bureaucracy,Positive,4,4.0,3.0,3.0,4.0,4.0,3.0
Oracle,nice workplace good perks career opportunities are good,less work life balance some projects are too demanding,Positive,4,2.0,4.0,3.0,4.0,3.0,3.0
Tesco,friendly staff to work with,very little guidance from managers,Neutral,3,3.0,3.0,3.0,3.0,3.0,3.0
IBM,great benefits understanding management and really great regarding equality,want you to come into the office but havent updated the site in decades since they took away all the nice stuff and made people work remotely not the most exciting work but its reliable,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
Microsoft,great company culture that promotes lots of cross collaboration and worklife balance lots of opportunity for career growth even in areas outside your current expertise working with lots of brilliant individuals,increasing pressure on revenue sales incentive payments getting ever harder to reach with new rules processes,Positive,4,5.0,5.0,3.0,4.0,5.0,3.0
HSBC-Holdings,all employees are willing to help regardless of seniority,less activity in transformational transactions in nyc stronger presence in londonhk,Positive,4,5.0,5.0,3.0,3.0,4.0,5.0
IBM,lot of technologies to learn,lot of process to deal with,Neutral,3,2.0,1.0,3.0,3.0,4.0,1.0
Microsoft,knowledgeable people to work with good work culture,work pressure sometimes high but ok to manage,Positive,5,4.0,5.0,5.0,5.0,4.0,4.0
J-P-Morgan,great place to work firm has very high standards,hr needs serious overhaul they seldom do anything,Neutral,3,3.0,4.0,3.0,3.0,4.0,2.0
Savills,great people great culture and work life balance,salary underpaid and no career opportunity,Neutral,3,5.0,5.0,3.0,3.0,3.0,2.0
Hastings-Direct,having a cantina on site free coffee vending machinescard payment vending machines for sweets and snacks free fruits three times a week holiday allowance can increase in levels and increase yearly income with the right leader can develop professionally,favoritism team leaders with skills of leadership lazy leaders backwards methods of work harsh language from certain leaders having a different opinion can be considered as bad behaviour and be marked down and not considered for career progression not a friendly environment sometimes,Neutral,3,3.0,4.0,3.0,3.0,4.0,3.0
Korn-Ferry,operationally a great group of people to work with on specific client projects strong focus on making a difference and having an impact,top tier of leadership both on the recruiting and consulting side are arrogant and transactional its whats in it for them with a focus on short term financial margin management rather than investing in clients people or infrastructure,Neutral,3,3.0,1.0,3.0,2.0,2.0,1.0
Randstad,progression and team culture was great,long hours but thats industry expected,Positive,5,3.0,3.0,3.0,3.0,3.0,3.0
Willis-Towers-Watson,good starting salary great coworkers opportunities for learning willis has a good position in the brokering marketplace,the ny home office has moved to a open floor seating floor plan growth has been slow they seem to hire from outside rather than to promote from within,Neutral,3,3.0,3.0,3.0,3.0,3.0,3.0
IBM,no problem for our career,health care industry medical tourism,Positive,5,4.0,5.0,3.0,4.0,4.0,5.0
Deutsche-Bank,db was the most organized out of all of the companies i worked for they keep up with the times treat their employees well and there is a lot of opportunity to grow if youre the type of employee who puts of yourself into your career and have something to offer they actually use the point plan they didnt just roll it out and work around it it proved to be very effective they utilized all of my skill set and challenged me to grow,db is very competitive with talent and you really have to know how to negotiate for the salary you want smart on their side but difficult if you dont know how to negotiate a good compensation package,Positive,5,5.0,3.0,3.0,4.0,3.0,5.0
McDonald-s,easy to get into flexible shifts fairly relaxed crew relationships and it is good for a first part time job,can be trying at times with unexpected rushes and the job has no benefits at all at this level,Positive,4,3.0,5.0,3.0,3.0,1.0,5.0
IBM,work from home flexible is a heaven place for people who do not want to do a lots work and get paid cant think of any pros,people managers here are mannequin cant helpguideadvise their employees their daily job only approving leave in the systems no others they are not knowledgeable and experience at all in terms work wise or managerial do not expect much when you are assigned to start work you need to starts work immediately and there wont be any knowledge transfer no documents nobody care about you especially when you are in doubt about your works when you got escalated even not your fault your manager will put all the blame to you and ask your self to sorted it out no growth in your career benefits are worst compared to all companies i joined before too many employees are not really working and always doing non work related activities which does not benefits to company such as host events plan activities decorations outing cafeteria foods are bad and getting pricey no parking provided no coffee or tea provided those who working hard are not being appreciated sick leave more than annual leave too many tools for daily clocking or leave application,Negative,2,2.0,1.0,3.0,3.0,2.0,1.0
EY,i am expert in rtr,night shift and lesser salary,Positive,4,3.0,3.0,3.0,3.0,3.0,3.0
IBM,very organized company absolutly nothing to complain about,there are none honest to godnone,Positive,5,4.0,5.0,3.0,4.0,4.0,4.0
Pearson,fantastic benefits some incredible tenured employees who still value student success,no opportunity for growth unless you have strayer on your resume no departmental oversight complete lack of accountability from executivelevel leadership terrible pay thankless work nepotism is currently driving the pearson virtual schools formerly pearson online blended learningconnections education brands into the ground less than zero real focus on student success from executivelevel leadership,Negative,2,1.0,1.0,2.0,1.0,2.0,1.0
